time,accel_y,gyro_z,gyro_y,gyro_x,roll,pitch
0.0389943848,0,0.000687203137,-0.00114533864,-0.000152711815,0.0116135115,0.00861262158
0.0585715332,0.0079940781,0.000687203137,7.63559E-5,-0.000152711815,0.0114395572,0.00847044308
0.0879372559,0.0143316984,7.63559E-5,-0.000534491381,-0.000763559074,0.0111619737,0.00821494963
0.107514404,0.0176122971,7.63559E-5,0.0012980504,-0.000152711815,0.0108373333,0.00817476772
0.117302734,0.00284781307,7.63559E-5,0.0012980504,0.000458135444,0.0109260194,0.00826461893
0.127091553,-0.00825051218,0.000687203137,-0.00114533864,0.000458135444,0.0110163093,0.00812799111
0.136879883,0.014382638,7.63559E-5,0.0012980504,-0.00137440627,0.0111518381,0.00815984979
0.146668701,-0.00446618348,7.63559E-5,0.000687203137,0.00106898276,0.0111670215,0.00812381506
0.156457031,0.0023593232,7.63559E-5,7.63559E-5,0.00167983002,0.0112417508,0.00809579156
0.166245605,0.00209664553,-0.000534491381,0.0012980504,0.00106898276,0.0113445446,0.0082670413
0.176034424,-0.0249522999,7.63559E-5,7.63559E-5,0.00106898276,0.0111673083,0.00818131585
0.185822754,0.0125326365,-0.000534491381,-0.000534491381,-0.000152711815,0.011167408,0.00814012904
0.195611572,0.00493951887,7.63559E-5,-0.00114533864,0.00106898276,0.0112160919,0.00812800694
0.205399902,0.00241743028,7.63559E-5,-0.0017561859,-0.000152711815,0.0113235312,0.00821220409
0.215188477,-0.0158967972,0.000687203137,7.63559E-5,0.000458135444,0.0114661176,0.00825164001
0.224977051,-0.00593564659,7.63559E-5,-0.000534491381,-0.000763559074,0.011336593,0.00810589362
0.234765625,0.028561946,7.63559E-5,-0.000534491381,-0.000152711815,0.0112814475,0.00812514685
0.244553955,-0.00477276742,0.000687203137,7.63559E-5,0.000458135444,0.0113097457,0.00802451279
0.254342773,0.0229827836,0.0012980504,-0.000534491381,-0.000763559074,0.0113053918,0.00806896016
0.264131104,-0.0124884695,0.000687203137,0.000687203137,0.00106898276,0.0113171199,0.00803511031
0.273919922,0.0111197084,7.63559E-5,7.63559E-5,-0.00137440627,0.0113129131,0.00797395688
0.283708252,0.0153090991,0.000687203137,-0.000534491381,-0.000152711815,0.0112705724,0.00792453252
0.293496826,0.0100322887,0.000687203137,-0.0017561859,0.00106898276,0.0112317977,0.00787988491
0.303285645,0.0119956434,0.000687203137,-0.000534491381,-0.000152711815,0.0112723429,0.00783298537
0.313073975,0.011539571,7.63559E-5,-0.000534491381,0.000458135444,0.0113172289,0.00779331056
0.322862549,0.0135385282,0.000687203137,7.63559E-5,-0.000763559074,0.0112730553,0.00781565625
0.332651123,-0.00779318064,0.000687203137,-0.000534491381,0.000458135444,0.0113061238,0.00784786697
0.342439697,-0.0074795559,7.63559E-5,7.63559E-5,-0.000763559074,0.011327154,0.00780975539
0.352228271,0.00652103126,7.63559E-5,0.000687203137,0.00167983002,0.0113276439,0.00780717563
0.362016846,-0.000685095787,0.000687203137,7.63559E-5,0.000458135444,0.0113840513,0.00778166158
0.371805176,0.0110325962,0.000687203137,0.000687203137,-0.000763559074,0.0114309182,0.00776714785
0.381593994,0.00131586194,0.000687203137,7.63559E-5,0.00106898276,0.0114161083,0.00775897037
0.391382324,0.00123754144,7.63559E-5,-0.000534491381,0.000458135444,0.0114850393,0.00775616523
0.401170898,0.00121880323,7.63559E-5,-0.000534491381,-0.000152711815,0.0115396325,0.00771650765
0.410959473,0.0175870359,7.63559E-5,-0.000534491381,-0.000763559074,0.0114801265,0.00765496353
0.420748047,0.0217730105,7.63559E-5,7.63559E-5,0.000458135444,0.011452877,0.00768587179
0.430536865,-0.0162295848,0.000687203137,-0.000534491381,0.00106898276,0.011462328,0.007738763
0.440325195,-0.0181096345,7.63559E-5,-0.000534491381,-0.000763559074,0.0114543196,0.007743272
0.45011377,-0.00370152295,0.000687203137,0.000687203137,0.000458135444,0.0114864428,0.00774242729
0.459902344,0.00107520074,0.000687203137,0.000687203137,-0.000152711815,0.0115056708,0.00770287775
0.469690918,0.0150537305,7.63559E-5,7.63559E-5,0.000458135444,0.0115192952,0.00776684098
0.479479248,-0.0274165943,7.63559E-5,0.0012980504,-0.000152711815,0.0114732692,0.00773925614
