position_bin_pitch_tilt,mean_pitch,mean_tilt
0.0,0.0,0.0
1.0,-4.612944285715032e-05,0.00040915075522882143
2.0,-9.671460909090857e-05,0.0006345879103499273
3.0,0.00020090005999999358,0.0009164864067306467
4.0,0.00043169472999999024,0.00126799829445444
5.0,0.0005093856571428283,0.001333895524332043
6.0,0.0004486095785714151,0.0014343436258848
7.0,0.0008050949999999728,0.0017538182955297908
8.0,0.0008709551499999504,0.001986031368157357
9.0,0.0011800573285713715,0.002200151741710514
10.0,0.0012676744583332664,0.002711443507887125
11.0,0.0012283775062499561,0.0028944876968619187
12.0,0.0011584967666666533,0.0038194844534312268
13.0,0.0013867034124999626,0.0045493113797461186
14.0,0.0011990634799999666,0.00521681637136964
15.0,0.0014929563111110555,0.005591586883918178
16.0,0.0014696306631578684,0.005982198236476932
17.0,0.0017480952399999653,0.00651836132298742
18.0,0.0018306964909090499,0.007425658314999331
19.0,0.0017569037521738737,0.008357932552701152
20.0,0.0016714230086956297,0.008622333536085665
21.0,0.001969012581481437,0.009393746514940562
22.0,0.001870109733333275,0.010423721667235172
23.0,0.0017870693919999478,0.011380898469260652
24.0,0.0017122890541666292,0.011729266709947143
25.0,0.0013245473037036741,0.012215340538821218
26.0,0.0007571713964285536,0.013483872936211476
27.0,0.000568261970833325,0.0150560391866447
28.0,0.00032802609999998847,0.015364620041265447
29.0,-3.682560000000001e-05,0.016398523297662882
30.0,-0.00020861459999998462,0.0170784950929047
31.0,-0.0001229700222222037,0.018276310294787334
32.0,-2.012041199999209e-05,0.01944214139158927
33.0,0.000724341103846127,0.018516990990728052
34.0,0.001775417423076877,0.020507399789595385
35.0,0.0016315669703703222,0.020479097021162157
36.0,0.0017314772499999807,0.022265096476774434
37.0,0.0031435076714285345,0.023430608589182295
38.0,0.003969844768965476,0.02506091809621344
39.0,0.004424062909677364,0.026925243419500696
40.0,0.004318849292592551,0.025760114479467536
41.0,0.005823637535483836,0.029730560144892088
42.0,0.003638251134999955,0.03247024445516805
43.0,0.0035911117944443915,0.03082323540467946
44.0,0.0021325044476190333,0.02940590412788493
45.0,0.001319227047999976,0.027186962335058032
