position_bin_gyro,mean_gyro,upper_bound_gyro
0.0,0.07663460858265023,0.19920231513419995
20.0,0.08548849175169843,0.22176404018120277
40.0,0.08877020618265583,0.2520141054353432
60.0,0.10517009198545695,0.32095613198047973
80.0,0.1269644417622836,0.4231266242015924
100.0,0.13874457002921456,0.46521617408958027
120.0,0.17211621040725653,0.5519824707981763
140.0,0.19917491556322572,0.6016665240350061
160.0,0.19399026634723826,0.6287899093709814
180.0,0.2247638656265033,0.7576769439597179
200.0,0.12806309363232452,0.4252064816598914
220.0,0.0898014966812571,0.24382121686030642
