position_bin_gyro,mean_gyro,upper_bound_gyro
0.0,0.05017084244449957,0.1305411123398186
20.0,0.06929099122408981,0.1969115343571389
40.0,0.09839833514793209,0.2798722667958986
60.0,0.09746281523158377,0.29563345348159936
80.0,0.14751323609655237,0.5409783175907524
100.0,0.15451671464228084,0.584001121454953
120.0,0.1933038707790813,0.6782288441252942
140.0,0.17797953608868466,0.6083484230474829
160.0,0.18205627180444955,0.651670813496063
180.0,0.1832882061120203,0.6258328948164849
200.0,0.13959663483017723,0.5156108479141933
220.0,0.11237948475467874,0.3459134799441803
