time,accel_y,gyro_z,gyro_y,gyro_x,roll,pitch,position,gyro,pitch_delta,cumulative_pitch,roll_delta,cumulative_roll,tilt
1.913224365,0.0234243494,0.00465500355,0.113968849,0.0748916194,0.0109453397,0.069919943,0.0,0.13645263741236288,0.0,0.0,0.0,0.0,0.0
1.923270264,-0.0156246354,0.01645118,0.0794116035,0.0691941008,0.0118622849,0.0706701194,0.6957061934243507,0.10660519536755314,0.0007501763999999966,0.0007501763999999966,0.0009169451999999998,0.0009169451999999998,0.0011847164770188666
1.933317139,-0.130167253,0.0239810012,0.144187927,0.00559115876,0.0126776368,0.0711830995,1.388063945103706,0.14627545169094933,0.0005129801000000045,0.0012631565000000011,0.0008153518999999988,0.0017322970999999986,0.0021439257417552172
1.943363037,-0.14089944,0.0303306766,0.0425336324,-0.00538988505,0.0136644789,0.0712179584,2.070036638254681,0.0525177178579223,3.48589000000038e-05,0.001298015400000005,0.0009868421000000013,0.0027191392,0.003013065211311201
1.953410156,-0.0162266199,0.0247766525,-0.0814056173,-0.0491860993,0.0135375173,0.0709145282,2.741492554889709,0.09828544857428935,-0.00030343020000001,0.000994585199999995,-0.00012696160000000116,0.0025921775999999987,0.0027764337611405
1.963456055,-0.183063707,0.0326517522,-0.111939378,-0.0984838903,0.0125105245,0.0701505935,3.4040450473574393,0.15262908607922515,-0.0007639346999999963,0.00023065049999999865,-0.0010269927999999994,0.0015651847999999993,0.0015820882122376384
1.97350293,-0.186950339,0.0176264625,-0.132543191,-0.100646116,0.011393361,0.0690955884,4.052569187216858,0.16735599877689428,-0.0010550050999999921,-0.0008243545999999935,-0.0011171635000000006,0.00044802129999999864,0.000938234294723252
1.983549072,-0.132418831,0.0199386366,-0.149120316,-0.0854593441,0.00991261461,0.0681843694,4.683982065453298,0.17302519286915682,-0.0009112190000000048,-0.0017355735999999983,-0.001480746389999999,-0.0010327250900000005,0.002019588282926117
1.993594971,0.0866237329,0.0126793925,-0.0122061446,-0.132976249,0.00914679842,0.0671110698,5.306341548352516,0.13413590033348702,-0.001073299599999994,-0.002808873199999992,-0.0007658161900000009,-0.0017985412800000013,0.0033353439686998163
2.003641846,0.3936752,0.00467783306,-0.188013315,-0.0634288713,0.00842438644,0.0660094935,5.939517803360538,0.19847949630583614,-0.001101576300000004,-0.003910449499999996,-0.0007224119799999987,-0.00252095326,0.004652614386681412
2.013688232,0.341650633,-0.00356012303,-0.00549251866,0.0125622954,0.0073021481,0.0656322312,6.602753834263931,0.014165221598550645,-0.00037726230000000027,-0.004287711799999996,-0.0011222383400000006,-0.0036431916000000007,0.00562648358339112
2.023735107,0.159735,0.0145923859,0.0727717429,0.0685736537,0.00771330013,0.0661413373,7.296636209975334,0.10104954365421817,0.0005091061000000036,-0.003778605699999993,0.0004111520299999996,-0.003232039570000001,0.004972317449451335
