time,accel_y,gyro_z,gyro_y,gyro_x,roll,pitch,position,gyro,pitch_delta,cumulative_pitch,roll_delta,cumulative_roll,tilt
1.289187012,0.136791639,-0.0105364965,0.0127440263,0.0504423603,-0.0230888224,0.076202149,0.0,0.053083516061623315,0.0,0.0,0.0,0.0,0.0
1.299133789,0.305393544,0.00342698954,0.0632431507,0.0468465574,-0.0227130237,0.0767949358,1.2179403726958267,0.07877842539681582,0.0005927868000000086,0.0005927868000000086,0.00037579869999999904,0.00037579869999999904,0.0007018695414220077
1.309081055,0.204311809,-0.0113379136,0.014643522,0.0144516751,-0.0227191201,0.0770166956,2.4590747165854583,0.023491103306603308,0.00022175979999999873,0.0008145466000000073,-6.096399999998975e-06,0.00036970230000000007,0.0008945199574055696
1.319028809,0.138717347,-0.0141696539,0.076234445,0.00999647379,-0.0222321662,0.0771489821,3.7209961230474646,0.07818183410702237,0.0001322864999999951,0.0009468331000000024,0.0004869538999999999,0.0008566562,0.001276852679150596
1.328976074,0.139920439,-0.0174484793,0.0438258573,0.0210686903,-0.0219057495,0.077333253,4.99796481660251,0.05166280004916309,0.00018427090000000534,0.0011311040000000078,0.0003264167000000019,0.001183072900000002,0.0016367827423120127
1.338922852,0.0886971051,-0.0226688087,0.0657508597,-0.0405512601,-0.0214259721,0.077267204,6.287198381469828,0.0805074849617359,-6.604899999999858e-05,0.0010650550000000092,0.0004797773999999991,0.001662850300000001,0.001974693209902519
1.348870117,0.126168538,-0.0166422166,-0.0166217741,-0.0435995013,-0.0212591647,0.0767838129,7.587273151351768,0.0495395121211488,-0.00048339110000000796,0.0005816639000000012,0.00016680739999999986,0.0018296577000000008,0.0019198906718176701
1.358816895,0.163446057,-0.017667003,-0.03756807,0.0467961729,-0.0211560669,0.0769692751,8.899544146580602,0.06255689151974868,0.00018546220000000002,0.0007671261000000013,0.00010309780000000018,0.001932755500000001,0.0020794293150000233
1.36876416,0.175875768,0.00116336008,0.00437792158,0.044109486,-0.0214118602,0.0775518496,10.227164632466774,0.044341474481805,0.0005825745000000021,0.0013497006000000034,-0.0002557933000000012,0.0016769621999999998,0.0021526481203088463
1.378710938,0.020798604,0.0193162654,-0.00285788765,-0.0513904057,-0.021534648,0.0775311565,11.56774602779727,0.05497508007119092,-2.0693099999996578e-05,0.0013290075000000068,-0.00012278779999999948,0.0015541744000000003,0.002044925182169663
