time,accel_y,gyro_z,gyro_y,gyro_x,roll,pitch
0.0136601563,0.0293299202,-0.00438846182,0.000377079938,0.000759383198,-0.0477857488,0.0766590264
0.0236083984,0.0188095491,-0.00246326253,-3.48547E-6,0.00182624557,-0.0477811812,0.0766696483
0.0335551758,0.0246126093,-0.00433737691,0.000679891091,0.00318448059,-0.0477799115,0.0766968912
0.0435021973,-0.00482902759,-0.00411393773,0.00158430077,0.00195063802,-0.0477563687,0.0767159805
0.0534501953,-0.0165296945,-0.00421633199,0.000172090717,0.00400637835,-0.0477475555,0.076743628
0.0633972168,-0.0232409557,-0.00425042026,0.00147118093,0.00289424253,-0.0477344175,0.0767765361
0.0733442383,-0.0395436365,-0.00543011399,0.0015005949,0.00299051008,-0.0477233919,0.0768079413
0.0832912598,-0.0285167041,-0.00557658775,0.0025749139,-0.000417537289,-0.0476960987,0.076818515
0.0932390137,-0.0433167984,-0.00448948285,0.00210695108,0.00151878921,-0.0476753388,0.0768352489
0.103186279,-0.0505712265,-0.00513742957,0.00468835281,-0.00138831721,-0.0476333567,0.0768432139
0.113133301,-0.0134291712,-0.00314171053,0.00428764941,0.000590549549,-0.0475876195,0.0768464721
0.123081299,0.0872284939,-0.0055936831,0.00555771124,-0.00148724881,-0.0475375069,0.0768415254
0.133028076,0.142582425,-0.00521866186,0.00364581705,6.16231E-5,-0.0474898939,0.0768402989
0.142975342,0.131680653,-0.0054093441,0.00193233928,0.00100731163,-0.0474586146,0.0768578328
0.152922119,0.0669473379,-0.00752362469,0.00328224944,0.00191459293,-0.0474255292,0.076879246
0.162870361,0.0457200601,-0.00583384931,0.00337173161,0.00155985984,-0.0473848362,0.0768967245
0.172817383,0.021168241,-0.00774009712,0.00368819805,0.00314613106,-0.047350905,0.0769261822
0.18276416,-0.00447743767,-0.00578347314,0.00310123735,0.00489636045,-0.0473121254,0.0769661964
0.192711182,-0.053058221,-0.00718402676,0.00199012039,0.00410987111,-0.047283343,0.0770173723
0.20265918,-0.0705658206,-0.00741731934,0.00139730098,0.00535250222,-0.0472561155,0.0770632806
0.212606201,-0.0723780577,-0.00651761703,0.0022464362,0.00440694112,-0.0472365385,0.0771075035
0.222553223,-0.0670111969,-0.00766117871,0.00346323452,0.00274486211,-0.0471966932,0.0771360457
0.232500977,-0.0206757083,-0.00638193032,0.00392811187,0.00282065803,-0.0471479805,0.077161323
