position_bin_pitch_tilt,mean_pitch,mean_tilt
0.0,2.414739166666667e-05,0.000119703662141525
1.0,0.00027142369090908257,0.0006814169190576727
2.0,0.00035825677142855775,0.0011378311258145785
3.0,0.0005877650166666918,0.001702928606147975
4.0,0.0007587071083333167,0.0021750692456129666
5.0,0.00058739906666665,0.0018219429519366582
6.0,0.0006196124666666417,0.0017569241096922334
7.0,0.0007739373230768846,0.0019515073456052923
8.0,0.0009345655583332833,0.0021135048933436083
9.0,0.00107702004166665,0.002174512835173267
10.0,0.0013181298545454545,0.0020887137277517272
11.0,0.0015748514437499625,0.0022273607762912312
12.0,0.0013328383769230462,0.002320358950303431
13.0,0.001481171784615346,0.0024462278468470153
14.0,0.00172932777333332,0.0026097509651892403
15.0,0.0008131499285714074,0.0023677640327470786
16.0,0.0007475485642856999,0.0021062444429823285
17.0,-0.0008068135949999644,0.002440521581394675
18.0,4.169238888911111e-06,0.002132028163559672
19.0,6.434697777778895e-05,0.0020401216982798946
20.0,-0.00017994704117647647,0.002505748992954447
21.0,-0.0010212722999999998,0.0033270794952356773
22.0,-0.0010306869529411763,0.003009504205083053
23.0,-0.0017371726461538463,0.003759881734385677
24.0,-0.0017091567187500125,0.003392683377319075
25.0,-0.0014935494785714139,0.0031389814504077
26.0,-0.0006244666200000068,0.002507707558280487
27.0,-0.0007376120846153777,0.0023891883083120924
28.0,-0.0007794577692307537,0.002252397853978823
29.0,-0.0005128772399999867,0.0022766499293731734
30.0,-0.0002474565076923,0.0022118908313772385
31.0,-0.0007167994187499626,0.002549878707828829
32.0,-0.0004576786846153769,0.0025737794804984696
33.0,-0.00063022281333332,0.0023620959359284465
34.0,-0.0011058578499999858,0.0029992607399178355
35.0,-0.0009731194647058766,0.002863934026578528
36.0,-0.0019270458153845692,0.0033226348453975615
37.0,-0.0012130007200000133,0.00303728837962068
38.0,-0.0019570077733333273,0.003386101034841987
39.0,-0.0017706402687499997,0.0032189930670923623
40.0,-0.0019792858615384538,0.0036651718281831692
41.0,-0.0018655894062499809,0.003537385896971556
