position_bin_gyro,mean_gyro,upper_bound_gyro
0.0,0.08481363202554983,0.2645685768915741
10.0,0.06772775141695095,0.2327718044048707
20.0,0.07106654597138859,0.19456382403562883
30.0,0.08375623504736178,0.25796382452482475
40.0,0.08531080518193106,0.28526635170039744
50.0,0.08838858420792571,0.30293450244003045
60.0,0.09014807649409362,0.2908109986311751
70.0,0.09626994348503913,0.3388164157715683
80.0,0.11036192321386162,0.4136814602897355
90.0,0.08988023771513101,0.3282227403605023
100.0,0.07938320243501255,0.25310101370381477
110.0,0.09403290038050388,0.2846542293325059
120.0,0.09345075373124,0.27486082634417547
130.0,0.11407963141044729,0.39276146341498663
140.0,0.09348761463152722,0.3334877082646479
150.0,0.09537632854596793,0.31420448107685667
160.0,0.07575150359116695,0.21065944992721428
170.0,0.08301184312046019,0.24885889115425994
180.0,0.09827113330012903,0.3504415747602364
190.0,0.09503737639464498,0.27082584821488276
200.0,0.1111495440700452,0.3335543086398751
210.0,0.12007660882679294,0.4106906402691167
220.0,0.07941643094588237,0.21631286931947102
