position_bin_gyro,mean_gyro,upper_bound_gyro
0.0,0.07855580461004161,0.22780671539628014
10.0,0.06636063015807338,0.20713620107845618
20.0,0.07195853946824395,0.20711174411356217
30.0,0.07410172377595946,0.23016461125379373
40.0,0.0833147023934561,0.2626854818789387
50.0,0.09336995814093024,0.301487199319032
60.0,0.09737433831948523,0.3282257891238006
70.0,0.09284808748667586,0.31534175498745254
80.0,0.07735644546377933,0.22613646555009953
90.0,0.09133142463369155,0.3041887129594439
100.0,0.09640025093456947,0.33245147475103465
110.0,0.1005913191394366,0.3607137271171764
120.0,0.09675206221489602,0.3453590478250757
130.0,0.08377356519785477,0.2655105091601331
140.0,0.08165266816146247,0.22358381185349646
150.0,0.08318923174904327,0.2521770727004967
160.0,0.08435804133355701,0.2537834843576221
170.0,0.10108969094979826,0.3075706784970077
180.0,0.11216487394956208,0.3596784621110286
190.0,0.11255019881219219,0.35544240724576553
200.0,0.11821709721061249,0.4137638815432524
210.0,0.08681744599163782,0.27346622611187815
220.0,0.09964199777694449,0.31337406548376057
