position_bin_pitch_tilt,mean_pitch,mean_tilt
0.0,-0.0011570192400000001,0.0023247006474473534
1.0,-0.0023297385421052526,0.004076148501162619
2.0,-0.0025729366473684003,0.003765624203386489
3.0,-0.003472780847058806,0.004798867407090065
4.0,-0.0038744548470588,0.0050974018836390115
5.0,-0.0025921595399999663,0.00370114498649488
6.0,-0.001409273707142843,0.0029509253875679643
7.0,-0.0002904950857142862,0.0028709063356037183
8.0,0.0006998436499999917,0.003562786601830133
9.0,0.0008639680999999936,0.003041627884392781
10.0,0.0010435970769230385,0.003914631464400484
11.0,0.000828440546153831,0.003963038000830154
12.0,0.001243867145454509,0.003844013819943155
13.0,0.00014750420000000003,0.003266223943814415
14.0,3.299846666664167e-05,0.002725833925515742
15.0,0.0001029575899999809,0.00272163786089918
16.0,6.782145384616924e-05,0.0027230133503878613
17.0,-2.4957641666666563e-05,0.0028811263982398585
18.0,0.00033583666363636353,0.003232384428059361
19.0,0.0002465917666666829,0.0033698764922381504
20.0,-0.00028447445454545455,0.0025881904453144092
21.0,0.00030944268333332503,0.0036090638511120754
22.0,0.0002984605416666917,0.0037655503549458252
23.0,-0.0008324562454545363,0.0031357178372328274
24.0,-0.00022116047272725413,0.004357293255618545
25.0,-0.0010437692181817818,0.0032776904598032005
26.0,2.9308916666832886e-06,0.00384983200462235
27.0,-0.0007303195545454272,0.003291811494766345
28.0,-0.0005233963599999699,0.0035318855926872103
29.0,0.00023707343333332492,0.004008419382377383
30.0,-0.00019879140833334164,0.003999390864291525
31.0,-0.0003432435769230846,0.003960636582395931
32.0,-0.00087585452999997,0.0035999747388180798
33.0,-0.00040253966153845394,0.003616618322726184
34.0,-0.0009836116846153773,0.003992771246264973
35.0,-0.0011439385571428572,0.005131358366488185
36.0,-0.0019457521785713927,0.004815114826641078
37.0,-0.0020511729692307464,0.004841270178651723
38.0,-0.0021403333416666497,0.005160359871841766
39.0,-0.0030936056428571,0.005881090340547243
40.0,-0.004018823328571386,0.005947345919944528
41.0,-0.004413093661538431,0.005604121511009954
42.0,-0.0052165381461538,0.00724921827443573
43.0,-0.0059889361785714,0.007934687771787985
44.0,-0.0064179366833333,0.008690455689264734
45.0,-0.0058388371099999505,0.007376336805268299
46.0,-0.007122521069230747,0.009262024939169462
47.0,-0.00701231292666664,0.009024585926961632
48.0,-0.004985763943076885,0.006745210733283354
49.0,-0.007009282374999966,0.010129622185761133
50.0,-0.005348715130909045,0.0076628024027668
51.0,-0.004434628941666641,0.006308373070531542
52.0,-0.004812989649999942,0.007547212359489107
53.0,-0.0042545270333333,0.006608709349100382
54.0,-0.004407253708333292,0.0071770892790141835
55.0,-0.0036421812923076694,0.007900329901051462
56.0,-0.0033564425071428284,0.006591049644038457
57.0,-0.0038090256833332916,0.00738389143773945
58.0,-0.0035790088999999915,0.007649859477299817
59.0,-0.001276967599999991,0.010006862372024826
60.0,-0.002319257713333307,0.007520242378391987
61.0,-0.0024966713727272273,0.008058077941533683
62.0,-0.0027252017928571215,0.007562535967075778
63.0,-0.0005889915230769228,0.010303003445706923
64.0,-0.0009739218071428713,0.008028735678979507
65.0,-0.0007675278533333396,0.009935277841753814
66.0,-0.0021908969916666584,0.008875352170843067
67.0,-0.001059483992857143,0.010286484230414629
68.0,-0.0007053250214285783,0.008600092145567565
69.0,-0.0010287222500000143,0.008660887791062008
70.0,-0.0009137987312500188,0.009434857137635819
71.0,0.0001568505923076693,0.009961534843121785
72.0,-0.00043824879230769994,0.0076630455325291304
73.0,0.0012674237499999876,0.008546629230348044
74.0,0.0005576175333333249,0.009241537589397266
75.0,2.4107273333326636e-05,0.007426048288871753
76.0,0.0007959207076922922,0.00954572222361874
77.0,0.0011192768874999687,0.010179574510826319
78.0,0.0021366949428571072,0.008698433160908957
79.0,0.0023201826066666467,0.010736883865974541
80.0,0.00358103309999995,0.009626288156247366
81.0,0.003787384537499975,0.008773463049151475
82.0,0.004693703669230723,0.010506536047633352
83.0,0.004807893646153831,0.009682876512191161
84.0,0.00385562631874995,0.008893119958506937
85.0,0.0035965825071428213,0.008138495521589507
86.0,0.005232653273333288,0.010018840464763246
87.0,0.004381775361538438,0.008892324604006114
88.0,0.0042598967615384235,0.00924226854461903
89.0,0.004426681814285664,0.009187330436222635
90.0,0.004998067135714242,0.00960892412360105
91.0,0.0038267859599999464,0.009528712444269127
92.0,0.005354762335714264,0.01211462970718055
93.0,0.003887638693333273,0.010086881796644347
94.0,0.00367135349999996,0.011227984983503114
95.0,0.0026171419071428356,0.011545463914374924
96.0,0.0034700203142856998,0.012158908764133808
97.0,0.0018933688874999811,0.014620546835126818
98.0,0.002196229074999975,0.014086610240200184
99.0,0.00236446524999995,0.014963205929120569
100.0,0.0023981932785713716,0.014017207069076429
101.0,0.003134410114285679,0.015623409533093515
102.0,0.002401785864285693,0.013250768501466921
103.0,0.004859398235294088,0.01343309061402943
104.0,0.002831922946153815,0.012774238869297615
105.0,0.00441126139999995,0.012102784653183244
106.0,0.0043441880749999625,0.012839468940782505
107.0,0.004800920799999938,0.0126128882110938
108.0,0.005144706317647024,0.012627047270297712
109.0,0.004861202930769184,0.011402709507937345
110.0,0.005202798439999966,0.01170938863623952
111.0,0.005092010853333293,0.013314979560278446
112.0,0.0036710980999999664,0.011594539618165688
113.0,0.0033542488571428287,0.01285172680065952
114.0,0.0028208825588235,0.013278571060188123
115.0,0.0017244087928571141,0.014194111400357893
116.0,0.0014371726714285428,0.012972757876724037
117.0,-0.00016241873076925392,0.01587514675497221
118.0,0.0007979142181818093,0.015234322077728145
119.0,0.0004461336187499565,0.01637751808608497
120.0,-0.002603758738461546,0.018539278063023648
121.0,0.0019461926999999712,0.015749622510811523
122.0,-0.0013604548800000003,0.01882349646689962
123.0,0.00202495749,0.01699094616385142
124.0,0.0021259997333333133,0.016579824589165106
125.0,0.0014228517615384232,0.01890468989874037
126.0,0.002746542786666633,0.018927073605654807
127.0,0.002515749142857101,0.019965223006564777
128.0,0.0013542023928571217,0.019532178024087653
129.0,0.001309878124999983,0.02109323923268289
130.0,0.001794919461111078,0.021749228532145205
131.0,0.004728427146153823,0.021208153532289994
132.0,0.003298143599999972,0.020035259362272594
133.0,0.003365841881250006,0.021600537797609707
134.0,0.005327078121428542,0.01946932405501554
135.0,0.004682203464705847,0.02043935891911391
136.0,0.004611444061538446,0.019840071757760418
137.0,0.004353124406666673,0.020885527201410892
138.0,0.004540350418749981,0.021943283349390438
139.0,0.005208015866666653,0.022503208659376793
140.0,0.0034706293066666333,0.022079203804263467
141.0,0.00268000671333332,0.02241922384831668
142.0,0.00398714776875,0.023936808230403287
143.0,0.0053316278357142645,0.024166462403575336
144.0,0.0018962503894736792,0.023372503797889348
145.0,0.00507214197333332,0.02312286338820493
146.0,0.003944628770588223,0.022959099169297368
147.0,0.00598439566666664,0.02267112875859591
148.0,0.0047156081470588,0.022620001633481882
149.0,0.003950422626666634,0.022528212627129993
150.0,0.006678072046666646,0.02381039419196161
151.0,0.005927178413333307,0.024111292466117564
152.0,0.005405971256249969,0.0243778547840594
153.0,0.004315794766666633,0.024810004641990614
154.0,0.002472950649999967,0.02463306230271619
155.0,0.007936957442857101,0.025004457193518594
156.0,0.00626532787999996,0.02518775160983856
157.0,0.006510066043749956,0.023740033893700968
158.0,0.005241125487499962,0.02387128109662233
159.0,0.007917077978571371,0.024607589959803756
160.0,0.008615194253333272,0.02503812229447331
161.0,0.008584006687499961,0.024550408650603775
162.0,0.00864709778666662,0.024515647366634374
163.0,0.010222691257142808,0.025766083229733422
164.0,0.010992673337499937,0.026173759153797736
165.0,0.010339881984615317,0.02543138625351406
166.0,0.01022515194705877,0.02491546267559605
167.0,0.009721392228571385,0.024597224660395565
168.0,0.010389380118749937,0.024836048861468743
169.0,0.0109427460933333,0.0250783525172112
170.0,0.00970156459230767,0.023882224074503713
171.0,0.010536797752941125,0.024621072313728447
172.0,0.010155449899999953,0.02518576318991734
173.0,0.00981194526428567,0.025035019448821243
174.0,0.010156656712499969,0.025585397033562263
175.0,0.009555150456249932,0.02508891119669432
176.0,0.009960517817647018,0.02542421792517585
177.0,0.009534969805555535,0.025100817721403657
178.0,0.008773649393333286,0.024307707638207065
179.0,0.008471237549999969,0.023158192333398282
180.0,0.007612720493749981,0.023005700238428288
181.0,0.007772689605882306,0.022645821269046334
182.0,0.006205947364705853,0.02173181095665091
183.0,0.0067157511833332885,0.02196299154621811
184.0,0.004601214688235265,0.021224133329440082
185.0,0.005763245499999969,0.02165140704274967
186.0,0.0028327623363636092,0.020333973591935433
187.0,0.0015737313578947105,0.02085639238059475
188.0,0.001809280799999958,0.020790239253072978
189.0,-0.004792452237931031,0.020550846448121808
190.0,-0.0023891117487179177,0.016895584697893026
191.0,-0.005157762109090864,0.017993755353435906
192.0,0.0020226635454545275,0.017638301605399535
193.0,0.0019355538086956434,0.016877072908113376
194.0,0.0013718913095238001,0.015887456697976327
195.0,0.0018071462047618955,0.015443545873464356
196.0,0.0007569170541666627,0.015472108424941637
197.0,0.000498696024999975,0.01455366418267443
198.0,-0.0016700122807692232,0.01612732245472272
199.0,-0.0034082172769230846,0.01745398707223889
200.0,-0.002290527000000018,0.016451316870429947
201.0,0.005152554327999976,0.015547255494492684
202.0,0.0035002333629629624,0.015174136770407555
203.0,0.002307133003846127,0.013577046837392893
204.0,0.0008403679461538154,0.015805108868587943
205.0,-0.0009347764260869608,0.014422617114005973
206.0,0.0012570233666666444,0.01328257859278913
