position_bin_gyro,mean_gyro,upper_bound_gyro
0.0,0.08051985263773524,0.2318217060839483
10.0,0.07762884700816439,0.23403927278623618
20.0,0.0737205125310846,0.21265960029982856
30.0,0.07840080695047927,0.2253917464484264
40.0,0.0896954517181239,0.2880891599092115
50.0,0.10328418056627563,0.3552568061680814
60.0,0.10520911517967302,0.352462995147803
70.0,0.08833435539905297,0.2877586580845126
80.0,0.08325854244871073,0.2480445702484801
90.0,0.11635795255098809,0.4095930048322601
100.0,0.1173935359515079,0.46242041035975656
110.0,0.09442911187487807,0.3111505179679005
120.0,0.09221579740746386,0.24874124875031822
130.0,0.08988449915865587,0.2707054996389998
140.0,0.08040951610691788,0.24379381743740897
150.0,0.09358283851592998,0.2767130348400553
160.0,0.0879509115216978,0.254594897352535
170.0,0.11687269534305753,0.4232596585924553
180.0,0.10851669797546469,0.3118393838182809
190.0,0.12438802374722456,0.40409404405506677
200.0,0.1298702156779184,0.45198291692713355
210.0,0.07937256716917268,0.22993224656530295
220.0,0.10942833482163809,0.3860307317997943
